OrthoGroup	t	S	N	dNdS	dN	dS
OG0013571	0.0649	344.5	942.5	1	0.0216	0.0216
OG0013572	0.0903	470.8	1083.2	1	0.0301	0.0301
OG0013573	0.0637	183.8	452.2	1	0.0212	0.0212
OG0013574	0.0519	238.8	817.2	1	0.0173	0.0173
OG0013575	0.057	433.3	1030.7	1	0.019	0.019
OG0013576	0.0686	946.4	2914.6	1	0.0229	0.0229
OG0013577	0.0335	247.4	580.6	1	0.0112	0.0112
OG0013578	0.0286	954.6	2366.4	1	0.0095	0.0095
OG0013579	0.0651	676.7	1516.3	1	0.0217	0.0217
OG0013581	0.0386	695.6	1617.4	1	0.0129	0.0129
OG0013582	0.0412	300.1	671.9	1	0.0137	0.0137
OG0013583	0.0213	675.6	1349.4	1	0.0071	0.0071
OG0013584	0.057	513.5	1160.5	1	0.019	0.019
OG0013586	0.0381	1502.1	3594.9	1	0.0127	0.0127
OG0013587	0.0359	220.9	1066.1	1	0.012	0.012
OG0013588	0.0763	98.5	345.5	1	0.0254	0.0254
OG0013589	0.0212	111.3	320.7	1	0.0071	0.0071
OG0013590	0.0459	313	899	1	0.0153	0.0153
OG0013592	0.2034	49	155	1	0.0678	0.0678
OG0013593	0.0524	799.4	1996.6	1	0.0175	0.0175
OG0013594	0.0921	196.8	448.2	1	0.0307	0.0307
OG0013595	0.0349	130.8	307.2	1	0.0116	0.0116
OG0013596	0.0697	104.5	294.5	1	0.0232	0.0232
OG0013597	0.0547	172.3	559.7	1	0.0182	0.0182
OG0013598	0.0488	273.1	860.9	1	0.0163	0.0163
OG0013599	0.0212	176.4	399.6	1	0.0071	0.0071
OG0013600	0.0387	643.9	2215.1	1	0.0129	0.0129
OG0013601	0.0571	390.3	1070.7	1	0.019	0.019
OG0013602	0.0569	109.1	211.9	1	0.019	0.019
OG0013603	0.0164	661.7	1756.3	1	0.0055	0.0055
OG0013604	0.0508	433.4	1198.6	1	0.0169	0.0169
OG0013605	0.3498	43.7	154.3	1	0.1166	0.1166
OG0013606	0.0612	401.6	1308.4	1	0.0204	0.0204
OG0013607	0.4731	56.3	231.7	1	0.1577	0.1577
OG0013608	0.0471	246.6	728.4	1	0.0157	0.0157
OG0013609	0.0519	1423.5	3670.5	1	0.0173	0.0173
OG0013610	0.0385	515.3	1227.7	1	0.0128	0.0128
OG0013611	0.0438	228	738	1	0.0146	0.0146
OG0013612	0.0333	892.7	2308.3	1	0.0111	0.0111
OG0013613	0.0363	1634	3946	1	0.0121	0.0121
OG0013614	0.1277	309.4	746.6	1	0.0426	0.0426
OG0013615	0.0635	560.9	1530.1	1	0.0212	0.0212
OG0013616	0.0416	252.8	701.2	1	0.0139	0.0139
OG0013617	0.0589	224.8	561.2	1	0.0196	0.0196
OG0013618	0.0269	935.8	2454.2	1	0.009	0.009
OG0013619	0.0412	181.5	412.5	1	0.0137	0.0137
OG0013621	1.7232	84.3	182.7	1	0.5744	0.5744
OG0013622	0.0545	102	237	1	0.0182	0.0182
OG0013623	0.0825	500.5	1221.5	1	0.0275	0.0275
OG0013624	0.0364	609	1656	1	0.0121	0.0121
OG0013625	0.0729	665.3	1596.7	1	0.0243	0.0243
OG0013626	0.0142	162.4	692.6	1	0.0047	0.0047
OG0013627	0.074	220.9	574.1	1	0.0247	0.0247
OG0013628	0.0672	75.6	245.4	1	0.0224	0.0224
OG0013629	0.0634	354.6	953.4	1	0.0211	0.0211
OG0013630	0.4527	110.6	297.4	1	0.1509	0.1509
OG0013633	0.0668	456.6	1151.4	1	0.0223	0.0223
OG0013636	0.0575	82.7	238.3	1	0.0192	0.0192
OG0013637	0.1205	387.5	1139.5	1	0.0402	0.0402
OG0013638	0.1933	434.2	1332.8	1	0.0644	0.0644
OG0013639	0.0386	878.8	2298.2	1	0.0129	0.0129
OG0013640	0.1331	718.2	1732.8	1	0.0444	0.0444
OG0013642	0.0584	71.8	297.2	1	0.0195	0.0195
OG0013643	0.0632	96.1	293.9	1	0.0211	0.0211
OG0013644	0.0612	447.9	1265.1	1	0.0204	0.0204
OG0013645	0.0337	493.9	1054.1	1	0.0112	0.0112
OG0013648	0.1401	74.1	240.9	1	0.0467	0.0467
OG0013651	0.0528	662.1	1800.9	1	0.0176	0.0176
OG0013652	0.0526	361	1043	1	0.0175	0.0175
OG0013653	0.0285	202.1	550.9	1	0.0095	0.0095
OG0013654	0.0498	676.6	2152.4	1	0.0166	0.0166
OG0013656	0.104	412.1	1468.9	1	0.0347	0.0347
OG0013657	0.2347	161.2	495.8	1	0.0782	0.0782
OG0013658	0.0345	810.6	2543.4	1	0.0115	0.0115
OG0013659	0.044	290	544	1	0.0147	0.0147
OG0013660	0.0163	171	390	1	0.0054	0.0054
OG0013661	0.0405	69.2	233.8	1	0.0135	0.0135
OG0013662	0.0222	543.3	1241.7	1	0.0074	0.0074
OG0013663	0.1059	93	204	1	0.0353	0.0353
OG0013664	0.0481	266.7	762.3	1	0.016	0.016
OG0013666	0.1025	143.7	372.3	1	0.0342	0.0342
OG0013667	0.0382	866.1	2199.9	1	0.0127	0.0127
OG0013669	0.0446	584.3	1482.7	1	0.0149	0.0149
OG0013670	2.5554	116.8	285.2	1	0.8518	0.8518
OG0013671	0	74.3	237.7	1	0	0
OG0013672	0.0592	432.4	1130.6	1	0.0197	0.0197
OG0013673	0.0344	552.8	1673.2	1	0.0115	0.0115
OG0013674	0.0434	224.3	624.7	1	0.0145	0.0145
OG0013675	0.0308	915.1	1976.9	1	0.0103	0.0103
OG0013676	0.0739	402.5	1106.5	1	0.0246	0.0246
OG0013677	0.0553	126.1	425.9	1	0.0184	0.0184
OG0013678	0.0477	1240.9	2995.1	1	0.0159	0.0159
OG0013680	0.0575	147.1	389.9	1	0.0192	0.0192
OG0013681	0.0418	367.6	1306.4	1	0.0139	0.0139
OG0013682	0.0657	408.2	1037.8	1	0.0219	0.0219
OG0013683	0.044	1411.4	3679.6	1	0.0147	0.0147
OG0013684	0.3284	61.5	256.5	1	0.1095	0.1095
OG0013685	0.3696	70.2	250.8	1	0.1232	0.1232
OG0013686	0.0245	103	518	1	0.0082	0.0082
OG0013687	0.0393	87.8	224.2	1	0.0131	0.0131
OG0013688	0.0989	449.2	1434.8	1	0.033	0.033
OG0013689	0.0392	331.1	994.9	1	0.0131	0.0131
OG0013691	0.0291	2394.3	5618.7	1	0.0097	0.0097
OG0013692	0.0258	87.2	275.8	1	0.0086	0.0086
OG0013693	0.0266	447.4	1283.6	1	0.0089	0.0089
OG0013694	0.0338	583.4	1498.6	1	0.0113	0.0113
OG0013695	0.035	808.8	2080.2	1	0.0117	0.0117
OG0013696	0.0254	214	620	1	0.0085	0.0085
OG0013697	0.055	149.4	351.6	1	0.0183	0.0183
OG0013698	1.4359	116.5	261.5	1	0.4786	0.4786
OG0013699	0.0451	210.5	815.5	1	0.015	0.015
OG0013700	0.0313	787.6	1945.4	1	0.0104	0.0104
OG0013701	0.0466	514.6	1333.4	1	0.0155	0.0155
OG0013702	0.0797	186	549	1	0.0266	0.0266
OG0013703	1.5368	57.6	161.4	1	0.5123	0.5123
OG0013704	0.0067	156.1	299.9	1	0.0022	0.0022
OG0013706	0.0461	623.1	1704.9	1	0.0154	0.0154
OG0013707	0.0935	187.2	634.8	1	0.0312	0.0312
OG0013708	0.0508	170.9	426.1	1	0.0169	0.0169
OG0013709	0.0503	444.8	1268.2	1	0.0168	0.0168
OG0013711	0.0396	336.8	827.2	1	0.0132	0.0132
OG0013714	0.0466	523.8	1855.2	1	0.0155	0.0155
OG0013715	0.087	350	865	1	0.029	0.029
OG0013716	0.0372	388.6	1006.4	1	0.0124	0.0124
OG0013718	0.0171	127.2	229.8	1	0.0057	0.0057
OG0013719	0.0515	684.8	1946.2	1	0.0172	0.0172
OG0013720	0.0272	987.8	2267.2	1	0.0091	0.0091
OG0013721	0.0183	446	898	1	0.0061	0.0061
OG0013722	0.0687	355.6	1081.4	1	0.0229	0.0229
OG0013723	0.027	134	538	1	0.009	0.009
OG0013724	0.1619	110.3	258.7	1	0.054	0.054
OG0013726	0.0792	167.6	456.4	1	0.0264	0.0264
OG0013727	0.0223	228	462	1	0.0074	0.0074
OG0013728	0.0763	358.6	1384.4	1	0.0254	0.0254
OG0013729	0.0368	269.4	651.6	1	0.0123	0.0123
OG0013730	0.4357	93.7	203.3	1	0.1452	0.1452
OG0013731	0.0261	133.6	334.4	1	0.0087	0.0087
OG0013732	0.0513	302.9	783.1	1	0.0171	0.0171
OG0013733	0.034	304.8	1039.2	1	0.0113	0.0113
OG0013734	0.0631	513.2	1640.8	1	0.021	0.021
OG0013735	0.0255	275	685	1	0.0085	0.0085
OG0013736	0.0187	308.2	837.8	1	0.0062	0.0062
OG0013737	0.0307	106.7	193.3	1	0.0102	0.0102
OG0013738	0.0467	524	1450	1	0.0156	0.0156
OG0013739	0.0154	140.1	255.9	1	0.0051	0.0051
OG0013740	0.0326	1076.3	3330.7	1	0.0109	0.0109
OG0013741	0.0176	644.3	1779.7	1	0.0059	0.0059
OG0013742	0.0805	151.8	343.2	1	0.0268	0.0268
OG0013746	0.0835	100.5	196.5	1	0.0278	0.0278
OG0013747	0.0411	666.5	1283.5	1	0.0137	0.0137
OG0013748	0.04	592	1868	1	0.0133	0.0133
OG0013749	0.0973	455.3	1116.7	1	0.0324	0.0324
OG0013750	0.103	355.6	1114.4	1	0.0343	0.0343
OG0013751	0.0257	193.8	403.2	1	0.0086	0.0086
OG0013752	0.1266	272.7	831.3	1	0.0422	0.0422
OG0013753	0.04	275.6	576.4	1	0.0133	0.0133
OG0013754	0.0628	183.1	503.9	1	0.0209	0.0209
OG0013755	0.0316	136.9	346.1	1	0.0105	0.0105
OG0013756	0.2421	67	236	1	0.0807	0.0807
OG0013757	0.0351	508.8	1156.2	1	0.0117	0.0117
OG0013758	0.0597	873.6	2225.4	1	0.0199	0.0199
OG0013759	0.017	158.3	384.7	1	0.0057	0.0057
OG0013760	0.0196	130.7	343.3	1	0.0065	0.0065
OG0013761	0.06	78.3	383.7	1	0.02	0.02
OG0013762	0.025	210.5	521.5	1	0.0083	0.0083
OG0013763	0.0505	490.9	1576.1	1	0.0168	0.0168
OG0013764	2.0881	77	181	1	0.696	0.696
OG0013765	0.0752	250.6	688.4	1	0.0251	0.0251
OG0013766	0.0452	541.2	1426.8	1	0.0151	0.0151
OG0013767	0.0376	523.5	1105.5	1	0.0125	0.0125
OG0013768	0.0719	82.9	301.1	1	0.024	0.024
OG0013770	0.0455	1039.2	3148.8	1	0.0152	0.0152
OG0013771	0.0946	181.2	538.8	1	0.0315	0.0315
OG0013772	0.0768	75.2	287.8	1	0.0256	0.0256
OG0013774	0.0826	413.8	1383.2	1	0.0275	0.0275
OG0013775	0.0294	495.4	1685.6	1	0.0098	0.0098
OG0013777	0.0747	400.2	1258.8	1	0.0249	0.0249
OG0013778	0.0898	157.7	394.3	1	0.0299	0.0299
OG0013780	0.046	624.4	1577.6	1	0.0153	0.0153
OG0013781	0.0498	2071.6	4921.4	1	0.0166	0.0166
OG0013782	0.0592	458.3	1470.7	1	0.0197	0.0197
OG0013783	0.0185	118.1	214.9	1	0.0062	0.0062
OG0013784	0.0366	138.2	365.8	1	0.0122	0.0122
OG0013785	0.0807	313.5	910.5	1	0.0269	0.0269
OG0013786	0.0383	166.8	472.2	1	0.0128	0.0128
OG0013787	0.0248	243.2	356.8	1	0.0083	0.0083
OG0013788	2.2292	57.1	179.9	1	0.7431	0.7431
OG0013789	0.0898	472.4	1426.6	1	0.0299	0.0299
OG0013790	0.0541	331.5	1429.5	1	0.018	0.018
OG0013791	0.0439	340	998	1	0.0146	0.0146
OG0013792	0.041	939	2760	1	0.0137	0.0137
OG0013793	0.0409	362.7	702.3	1	0.0136	0.0136
OG0013795	0.0426	735	1710	1	0.0142	0.0142
OG0013796	0.0827	758.4	2019.6	1	0.0276	0.0276
OG0013797	0.0357	914.8	2325.2	1	0.0119	0.0119
OG0013798	0.0837	972.6	2432.4	1	0.0279	0.0279
OG0013799	0.0572	759.8	2360.2	1	0.0191	0.0191
OG0013800	0.0692	345.8	911.2	1	0.0231	0.0231
OG0013801	0.0845	67.6	298.4	1	0.0282	0.0282
OG0013802	0.0259	159.9	431.1	1	0.0086	0.0086
OG0013803	0.1107	383.5	945.5	1	0.0369	0.0369
OG0013805	0.0168	185.8	894.2	1	0.0056	0.0056
OG0013806	0.0554	264.1	737.9	1	0.0185	0.0185
OG0013807	0.0951	95	235	1	0.0317	0.0317
OG0013808	0.0281	681.2	1367.8	1	0.0094	0.0094
OG0013809	0.0869	314.3	831.7	1	0.029	0.029
OG0013810	0.0403	992.7	2274.3	1	0.0134	0.0134
OG0013811	0.0635	491.3	1452.7	1	0.0212	0.0212
OG0013812	0.0323	594.2	1772.8	1	0.0108	0.0108
OG0013813	0.0361	690.6	1937.4	1	0.012	0.012
OG0013814	0.0393	636.9	1859.1	1	0.0131	0.0131
OG0013815	0.035	302.8	582.2	1	0.0117	0.0117
OG0013817	0.1308	522.9	1448.1	1	0.0436	0.0436
OG0013818	0.0262	199.4	379.6	1	0.0087	0.0087
OG0013820	0.033	334.7	694.3	1	0.011	0.011
OG0013822	0.0583	495.5	1379.5	1	0.0194	0.0194
OG0013823	0.0407	914.5	2328.5	1	0.0136	0.0136
OG0013824	0.0348	651.4	1538.6	1	0.0116	0.0116
OG0013825	0.043	1013.6	2484.4	1	0.0143	0.0143
OG0013826	0.0239	304.7	841.3	1	0.008	0.008
OG0013827	0.0512	329.7	939.3	1	0.0171	0.0171
OG0013828	0.0427	640.1	1735.9	1	0.0142	0.0142
OG0013829	0.0256	997.6	2557.4	1	0.0085	0.0085
OG0013831	0.0221	200.4	492.6	1	0.0074	0.0074
OG0013832	0.0179	254.6	597.4	1	0.006	0.006
OG0013833	0.0357	429.2	1091.8	1	0.0119	0.0119
OG0013834	0.0464	544.7	1570.3	1	0.0155	0.0155
OG0013835	0.0331	1804.5	4213.5	1	0.011	0.011
OG0013836	0.0219	143.7	549.3	1	0.0073	0.0073
OG0013841	0.0259	942.9	1907.1	1	0.0086	0.0086
OG0013842	0.0853	468	987	1	0.0284	0.0284
OG0013843	0.0317	1067	2590	1	0.0106	0.0106
OG0013844	0.0067	160.1	298.9	1	0.0022	0.0022
OG0013845	0.3717	60.8	215.2	1	0.1239	0.1239
OG0013846	0.0259	128.7	339.3	1	0.0086	0.0086
OG0013847	0.0566	800.9	1977.1	1	0.0189	0.0189
OG0013848	0.0588	872.6	2358.4	1	0.0196	0.0196
OG0013849	0.0344	257.5	714.5	1	0.0115	0.0115
OG0013850	0.0356	627.3	1613.7	1	0.0119	0.0119
OG0013851	0.0648	345.6	929.4	1	0.0216	0.0216
OG0013852	0.0447	271	956	1	0.0149	0.0149
OG0013853	0.0336	254.4	657.6	1	0.0112	0.0112
OG0013855	0.2166	190.3	604.7	1	0.0722	0.0722
OG0013856	0.0417	880.3	2230.7	1	0.0139	0.0139
OG0013857	0.0379	1024.3	2230.7	1	0.0126	0.0126
OG0013858	0.034	441.4	1094.6	1	0.0113	0.0113
OG0013859	0.0726	323.2	873.8	1	0.0242	0.0242
OG0013860	0.7226	49.4	148.6	1	0.2409	0.2409
OG0013861	0.069	85.2	229.8	1	0.023	0.023
OG0013862	0.0511	749.6	1965.4	1	0.017	0.017
OG0013863	0.0887	719.5	1872.5	1	0.0296	0.0296
OG0013864	0.0894	249.7	1013.3	1	0.0298	0.0298
OG0013865	0.0915	285.7	635.3	1	0.0305	0.0305
OG0013866	0.0501	144.2	467.8	1	0.0167	0.0167
OG0013867	0.043	939.7	2411.3	1	0.0143	0.0143
OG0013868	0.0434	1055.1	2760.9	1	0.0145	0.0145
OG0013869	0.1988	220.2	634.8	1	0.0663	0.0663
OG0013870	1.8446	111.7	215.3	1	0.6149	0.6149
OG0013871	0.1445	218.1	672.9	1	0.0482	0.0482
OG0013872	0.0624	363.2	971.8	1	0.0208	0.0208
OG0013873	0.0395	618	1485	1	0.0132	0.0132
OG0013875	0.0502	628.2	2005.8	1	0.0167	0.0167
OG0013877	0.0288	386.8	990.2	1	0.0096	0.0096
OG0013878	0.0263	528.6	1322.4	1	0.0088	0.0088
OG0013879	0.0217	636.2	1754.8	1	0.0072	0.0072
OG0013880	0.1858	113.7	330.3	1	0.0619	0.0619
OG0013881	0.2709	108.8	254.2	1	0.0903	0.0903
OG0013882	0.1035	97.7	232.3	1	0.0345	0.0345
OG0013884	0.0585	590	1420	1	0.0195	0.0195
OG0013886	0.0357	939	2124	1	0.0119	0.0119
OG0013888	0.0457	548.7	1209.3	1	0.0152	0.0152
OG0013889	0.0706	563.2	1581.8	1	0.0235	0.0235
OG0013890	0.0237	851.1	2229.9	1	0.0079	0.0079
OG0013891	0.0666	548.4	1476.6	1	0.0222	0.0222
OG0013892	0.0869	149.7	351.3	1	0.029	0.029
OG0013893	0.0539	85.5	313.5	1	0.018	0.018
OG0013895	0.0226	297.1	776.9	1	0.0075	0.0075
OG0013896	0.0236	246.4	530.6	1	0.0079	0.0079
OG0013898	0.0438	790.8	2287.2	1	0.0146	0.0146
OG0013899	2.4087	77.2	192.8	1	0.8029	0.8029
OG0013900	0.6409	68	226	1	0.2136	0.2136
OG0013901	0.0233	644.3	1593.7	1	0.0078	0.0078
OG0013903	0.0268	1711.6	4903.4	1	0.0089	0.0089
OG0013904	0.0198	668.3	1641.7	1	0.0066	0.0066
OG0013905	0.042	406.2	1111.8	1	0.014	0.014
OG0013906	0.0664	629.9	1743.1	1	0.0221	0.0221
OG0013907	0.0825	521.7	1422.3	1	0.0275	0.0275
OG0013908	0.0713	510.3	1781.7	1	0.0238	0.0238
OG0013909	0.0349	367.1	1042.9	1	0.0116	0.0116
OG0013910	0.0286	590.5	1206.5	1	0.0095	0.0095
OG0013912	0.0538	622.2	1342.8	1	0.0179	0.0179
OG0013913	0.0078	131.8	258.2	1	0.0026	0.0026
OG0013914	0.0338	782.2	2028.8	1	0.0113	0.0113
OG0013916	0.0906	103.5	412.5	1	0.0302	0.0302
OG0013917	0.0436	1047	2337	1	0.0145	0.0145
OG0013918	0.0389	861.7	2432.3	1	0.013	0.013
OG0013919	0.0393	656.6	1680.4	1	0.0131	0.0131
OG0013921	0.0473	175.4	733.6	1	0.0158	0.0158
OG0013922	0.0259	232.8	595.2	1	0.0086	0.0086
OG0013923	0.0479	277.7	682.3	1	0.016	0.016
OG0013924	0.0425	966.2	2714.8	1	0.0142	0.0142
OG0013926	0.0764	1180.7	2950.3	1	0.0255	0.0255
OG0013927	0.0598	209.8	663.2	1	0.0199	0.0199
OG0013928	0.0475	583.1	1342.9	1	0.0158	0.0158
OG0013929	0.0249	268.5	832.5	1	0.0083	0.0083
OG0013930	0.018	668.5	1536.5	1	0.006	0.006
OG0013931	0.0405	769.6	2026.4	1	0.0135	0.0135
OG0013932	0.0399	751.7	1870.3	1	0.0133	0.0133
OG0013933	0.0386	912.5	2933.5	1	0.0129	0.0129
OG0013934	0.0448	859.5	2695.5	1	0.0149	0.0149
OG0013935	0.0623	390.1	995.9	1	0.0208	0.0208
OG0013936	0.0447	355	743	1	0.0149	0.0149
OG0013937	0.0501	557	1405	1	0.0167	0.0167
OG0013939	0.053	125.1	282.9	1	0.0177	0.0177
OG0013940	0.063	769.9	2161.1	1	0.021	0.021
OG0013942	0.0363	252.7	755.3	1	0.0121	0.0121
OG0013943	0.0294	163.6	556.4	1	0.0098	0.0098
OG0013944	0.057	1093.5	3178.5	1	0.019	0.019
OG0013945	0.0735	150.1	443.9	1	0.0245	0.0245
OG0013946	0.0358	253.1	775.9	1	0.0119	0.0119
OG0013948	0.0302	416.9	1011.1	1	0.0101	0.0101
OG0013949	0.1987	78.8	236.2	1	0.0662	0.0662
OG0013950	0.1797	81.9	155.1	1	0.0599	0.0599
OG0013951	0.049	368.1	831.9	1	0.0163	0.0163
OG0013952	0.0052	204.8	380.2	1	0.0017	0.0017
OG0013953	2.7	86	229	1	0.9	0.9
OG0013954	0.0535	178.6	388.4	1	0.0178	0.0178
OG0013955	0.0314	338.3	831.7	1	0.0105	0.0105
OG0013956	0.0268	308.6	726.4	1	0.0089	0.0089
OG0013957	0.0456	333.4	1079.6	1	0.0152	0.0152
OG0013958	0.2858	102.9	200.1	1	0.0953	0.0953
OG0013959	0.0575	266.4	645.6	1	0.0192	0.0192
OG0013961	0.034	151	308	1	0.0113	0.0113
OG0013962	0.4654	133.8	340.2	1	0.1551	0.1551
OG0013963	0.0445	244.9	520.1	1	0.0148	0.0148
OG0013964	0.0488	2137.2	5092.8	1	0.0163	0.0163
OG0013966	0.0319	868.7	1921.3	1	0.0106	0.0106
OG0013969	0.0255	476.6	1434.4	1	0.0085	0.0085
OG0013970	0.0501	2387.8	5904.2	1	0.0167	0.0167
OG0013971	0.0301	594.5	1334.5	1	0.01	0.01
OG0013972	0.0394	224	487	1	0.0131	0.0131
OG0013973	0.0611	288.6	716.4	1	0.0204	0.0204
OG0013974	0.0522	379.7	1141.3	1	0.0174	0.0174
OG0013975	0.0487	185.7	450.3	1	0.0162	0.0162
OG0013976	0.0616	138	408	1	0.0205	0.0205
OG0013977	0.0392	392.9	1002.1	1	0.0131	0.0131
OG0013978	0.0245	69.5	302.5	1	0.0082	0.0082
OG0013979	0.0488	538.2	1852.8	1	0.0163	0.0163
OG0013982	0.0662	424.5	1063.5	1	0.0221	0.0221
OG0013984	0.0455	784.9	1936.1	1	0.0152	0.0152
OG0013985	0.0335	403.3	1057.7	1	0.0112	0.0112
OG0013986	0.0341	687.8	1730.2	1	0.0114	0.0114
OG0013987	0.0416	300.3	767.7	1	0.0139	0.0139
OG0013988	0.0419	243.8	539.2	1	0.014	0.014
OG0013990	0.0354	180	420	1	0.0118	0.0118
OG0013992	0.0402	1129.6	2935.4	1	0.0134	0.0134
OG0013993	0.0407	92.8	282.2	1	0.0136	0.0136
OG0013994	0.0502	714.1	2099.9	1	0.0167	0.0167
OG0013995	0.0651	461.9	969.1	1	0.0217	0.0217
OG0013997	0.0637	283.1	922.9	1	0.0212	0.0212
OG0013998	1.1557	45.5	122.5	1	0.3852	0.3852
OG0013999	0.0454	238.3	706.7	1	0.0151	0.0151
OG0014000	0.0619	199.6	697.4	1	0.0206	0.0206
OG0014001	0.0151	328.4	883.6	1	0.005	0.005
OG0014002	0.0159	314.4	840.6	1	0.0053	0.0053
OG0014003	0.5415	72.1	200.9	1	0.1805	0.1805
OG0014004	0.0233	511.4	1198.6	1	0.0078	0.0078
OG0014005	0.0204	147.3	449.7	1	0.0068	0.0068
OG0014006	0.0274	243.1	872.9	1	0.0091	0.0091
OG0014007	0.0449	241.8	715.2	1	0.015	0.015
OG0014008	0.0632	416.1	1062.9	1	0.0211	0.0211
OG0014009	0.0352	569.7	1443.3	1	0.0117	0.0117
OG0014011	0.0469	251	595	1	0.0156	0.0156
OG0014012	0.0922	161.9	411.1	1	0.0307	0.0307
OG0014013	0	74.9	255.1	1	0	0
OG0014014	0.2973	79.5	250.5	1	0.0991	0.0991
OG0014015	0.0467	188.4	858.6	1	0.0156	0.0156
OG0014016	0.041	890.3	2184.7	1	0.0137	0.0137
OG0014017	0.0748	91.4	277.6	1	0.0249	0.0249
OG0014018	0.0438	687.7	1700.3	1	0.0146	0.0146
OG0014019	0.1331	90.8	215.2	1	0.0444	0.0444
OG0014020	0.0749	209	697	1	0.025	0.025
OG0014021	0.0548	158.2	564.8	1	0.0183	0.0183
OG0014023	0.1897	107.3	294.7	1	0.0632	0.0632
OG0014025	0.0731	209.8	630.2	1	0.0244	0.0244
OG0014026	0.0363	1048.8	2578.2	1	0.0121	0.0121
OG0014027	0.0409	696.7	1850.3	1	0.0136	0.0136
OG0014028	0.0455	725	1906	1	0.0152	0.0152
OG0014029	0.0288	516.5	1391.5	1	0.0096	0.0096
OG0014030	0.0404	139.8	391.2	1	0.0135	0.0135
OG0014031	0.0653	460.6	1321.4	1	0.0218	0.0218
OG0014032	0.07	186.4	518.6	1	0.0233	0.0233
OG0014033	0.0212	894.7	1979.3	1	0.0071	0.0071
OG0014034	0.0191	144.5	332.5	1	0.0064	0.0064
OG0014035	0.0219	117.6	440.4	1	0.0073	0.0073
OG0014036	0.0395	533.1	1482.9	1	0.0132	0.0132
OG0014037	0.0414	144	300	1	0.0138	0.0138
OG0014038	0.0709	142.6	295.4	1	0.0236	0.0236
OG0014039	0.0568	554.9	1779.1	1	0.0189	0.0189
OG0014041	0.0636	115.1	325.9	1	0.0212	0.0212
OG0014042	0.0294	558	1419	1	0.0098	0.0098
OG0014043	0.2607	96.9	179.1	1	0.0869	0.0869
OG0014044	0.2463	1020.9	3038.1	1	0.0821	0.0821
OG0014045	0.0619	127.5	472.5	1	0.0206	0.0206
OG0014046	0.049	1191	2952	1	0.0163	0.0163
OG0014047	0.0214	1542.4	4016.6	1	0.0071	0.0071
OG0014048	0.0441	359.6	960.4	1	0.0147	0.0147
OG0014049	0.0301	2046.8	4670.2	1	0.01	0.01
OG0014050	0.0515	520.1	1498.9	1	0.0172	0.0172
OG0014051	0.108	284.2	930.8	1	0.036	0.036
OG0014053	0.0664	349.1	1003.9	1	0.0221	0.0221
OG0014054	0.0829	414.2	1223.8	1	0.0276	0.0276
OG0014056	0.0491	227.1	708.9	1	0.0164	0.0164
OG0014057	0.5235	74.6	207.4	1	0.1745	0.1745
OG0014058	0.0524	1388.3	3432.7	1	0.0175	0.0175
OG0014059	0.115	93.3	257.7	1	0.0383	0.0383
OG0014060	0.0451	1187.9	2931.1	1	0.015	0.015
OG0014062	0.0365	850.5	1996.5	1	0.0122	0.0122
OG0014063	0.0462	775.2	2086.8	1	0.0154	0.0154
OG0014065	0.0241	150.8	479.2	1	0.008	0.008
OG0014066	0.0364	200	475	1	0.0121	0.0121
OG0014067	0.0379	945.3	2723.7	1	0.0126	0.0126
OG0014068	0.0363	707.9	1803.1	1	0.0121	0.0121
OG0014069	0.038	842.4	2634.6	1	0.0127	0.0127
OG0014070	0.0718	1007.3	2868.7	1	0.0239	0.0239
OG0014072	0.068	190.1	535.9	1	0.0227	0.0227
OG0014073	1.5094	136.8	385.2	1	0.5031	0.5031
OG0014074	0.0845	97	236	1	0.0282	0.0282
OG0014075	0.0979	529.6	1312.4	1	0.0326	0.0326
OG0014077	0.0444	70.7	271.3	1	0.0148	0.0148
OG0014079	0.0173	143.1	381.9	1	0.0058	0.0058
OG0014080	0.2188	81	243	1	0.0729	0.0729
OG0014081	0.0074	343.3	886.7	1	0.0025	0.0025
OG0014082	0.421	83.5	240.5	1	0.1403	0.1403
OG0014083	1.5697	40.3	79.7	1	0.5232	0.5232
OG0014084	0.0553	451.3	949.7	1	0.0184	0.0184
OG0014085	0.0472	472.6	1678.4	1	0.0157	0.0157
OG0014086	0.0697	1102.5	2920.5	1	0.0232	0.0232
OG0014087	0.0316	394.3	1060.7	1	0.0105	0.0105
OG0014088	0.0457	99.9	371.1	1	0.0152	0.0152
OG0014089	0.0555	695.1	2025.9	1	0.0185	0.0185
OG0014090	0.0349	150.7	377.3	1	0.0116	0.0116
OG0014092	0.0361	640.5	1729.5	1	0.012	0.012
OG0014093	2.8789	75.3	173.7	1	0.9596	0.9596
OG0014094	0.0576	684.5	1718.5	1	0.0192	0.0192
OG0014096	0.0493	987.5	2447.5	1	0.0164	0.0164
OG0014097	0.0398	456.5	1085.5	1	0.0133	0.0133
OG0014098	0.0421	109.4	256.6	1	0.014	0.014
OG0014099	1.3183	75.6	212.4	1	0.4394	0.4394
OG0014100	0.0475	380.6	1050.4	1	0.0158	0.0158
OG0014102	0.152	284.1	753.9	1	0.0507	0.0507
OG0014103	0.5776	71	235	1	0.1925	0.1925
OG0014105	0.0693	105.1	293.9	1	0.0231	0.0231
OG0014106	0.0287	305.8	1185.2	1	0.0096	0.0096
