OrthoGroup,dNdS,dS,lnL,lnL.null,LRT,p
OG0014348,0.0915,0.0417,-5163.045565,-5191.379637,56.668144,2.48E-13
OG0014349,0.1205,0.0481,-6154.691434,-6187.960971,66.539074,1.78E-15
OG0014350,0.001,0.0666,-983.014451,-998.214906,30.40091,1.25E-07
OG0014353,0.1771,0.0326,-3148.125501,-3156.263647,16.276292,0.000146089
OG0014354,0.0548,0.0559,-5233.779755,-5278.781255,90.003,1.43E-20
OG0014355,0.1576,0.0583,-1308.193934,-1315.519913,14.651958,0.000329107
OG0014356,0.5228,0.0468,-2319.907572,-2321.902613,3.990082,0.068004039
OG0014357,0.1942,0.0226,-3196.351501,-3202.458445,12.213888,0.001113674
OG0014359,0.4277,0.7345,-1193.742992,-1199.531505,11.577026,0.001531266
OG0014360,1.8899,0.0333,-512.93085,-513.331007,0.800314,0.335107407
OG0014361,0.001,0.0489,-434.793614,-440.032372,10.477516,0.002653422
OG0014362,0.7049,0.0406,-442.113621,-442.226954,0.226666,0.446426645
OG0014363,0.1981,0.0606,-1417.939853,-1424.942333,14.00496,0.000454812
OG0014364,1.4744,0.0225,-496.386694,-496.500378,0.227368,0.446269977
OG0014365,0.1324,0.0479,-2614.426185,-2626.679826,24.507282,2.38E-06
OG0014366,0.6823,0.2621,-690.792008,-691.496111,1.408206,0.247275994
OG0014367,0.1921,0.0492,-647.003009,-649.742278,5.478538,0.032308783
OG0014368,0.3588,0.0332,-10354.63686,-10368.79451,28.315304,3.55E-07
OG0014369,0.8447,0.0357,-693.655337,-693.692933,0.075192,0.481550978
OG0014370,0.2837,0.044,-3427.835139,-3435.242071,14.813864,0.000303515
OG0014371,0.001,0.0378,-897.522452,-905.113388,15.181872,0.000252504
OG0014372,0.4406,0.0292,-4729.526288,-4733.135199,7.217822,0.013540661
OG0014376,0.3588,0.2356,-779.815046,-783.106772,6.583452,0.018594802
OG0014377,0.0652,0.0222,-2361.847294,-2368.606361,13.518134,0.000580156
OG0014379,0.307,0.0444,-1100.540829,-1102.693704,4.30575,0.058074873
OG0014380,0.2572,0.0852,-2428.497963,-2440.386454,23.776982,3.43E-06
OG0014381,0.1931,0.0325,-7446.110198,-7465.17805,38.135704,2.62E-09
OG0014382,0.1965,0.0354,-1425.5125,-1429.763559,8.502118,0.007124568
OG0014383,0.1127,0.04,-1274.660495,-1280.793671,12.266352,0.00108484
OG0014386,0.139,0.0337,-1258.734684,-1263.559551,9.649734,0.004013811
OG0014387,0.2914,0.0873,-1771.80566,-1778.761785,13.91225,0.000476391
OG0014389,0.9516,0.0076,-562.263091,-562.263898,0.001614,0.499596663
OG0014390,0.1519,0.122,-6500.978963,-6563.193114,124.428302,4.78E-28
OG0014391,0.4061,0.0236,-1816.5255,-1817.718516,2.386032,0.151652557
OG0014392,2.4348,0.024,-1572.124265,-1574.967844,5.687158,0.029108467
OG0014393,0.2495,0.1315,-3246.113281,-3264.313656,36.40075,6.23E-09
OG0014394,0.7321,0.2687,-691.671569,-692.010496,0.677854,0.356267231
OG0014395,0.3257,0.0327,-3130.19554,-3135.138397,9.885714,0.003567093
OG0014397,0.1894,0.0426,-3265.49967,-3277.672983,24.346626,2.58E-06
OG0014399,0.4363,0.0507,-3795.14435,-3800.062478,9.836256,0.003656404
OG0014400,0.4266,0.329,-651.366915,-654.721581,6.709332,0.017460516
OG0014401,0.1503,0.066,-5644.958205,-5674.380024,58.843638,8.34E-14
OG0014402,0.1894,0.0706,-1865.639827,-1876.257621,21.235588,1.22E-05
OG0014404,0.5136,0.0949,-528.795381,-529.654466,1.71817,0.211774726
OG0014405,0.0818,0.0601,-3166.21806,-3190.900891,49.365662,9.54E-12
OG0014406,0.0515,0.0423,-673.555052,-677.383316,7.656528,0.010873668
OG0014407,0.4568,0.0439,-1012.255122,-1013.536212,2.56218,0.138867202
OG0014408,0.0713,0.0522,-2595.991087,-2615.925047,39.86792,1.10E-09
OG0014409,0.1099,0.062,-594.460763,-598.997872,9.074218,0.005352154
OG0014410,2.9899,0.0074,-1679.613622,-1681.465096,3.702948,0.078502785
OG0014414,0.3328,0.0423,-2894.685366,-2900.433117,11.495502,0.001594973
OG0014416,0.5157,0.0433,-1117.363321,-1118.226164,1.725686,0.210980371
OG0014420,0.001,0.0387,-1458.144305,-1470.274006,24.259402,2.70E-06
OG0014421,1.2137,0.1676,-550.53352,-550.63698,0.20692,0.450856045
OG0014422,0.0442,0.0608,-780.086739,-788.206381,16.239284,0.000148818
OG0014424,0.0864,0.0575,-1421.025757,-1429.509269,16.967024,0.000103425
OG0014425,0.06,0.0464,-1356.070907,-1364.959015,17.776216,6.90E-05
OG0014426,0.1484,0.0326,-1255.492563,-1259.879997,8.774868,0.006216295
OG0014427,0.783,0.2646,-952.882357,-953.245054,0.725394,0.347898614
OG0014428,0.9489,0.0429,-549.116439,-549.120063,0.007248,0.498191279
OG0014429,0.5261,0.107,-2293.987233,-2297.695114,7.415762,0.012264723
OG0014430,1.0399,0.1808,-658.00748,-658.013024,0.011088,0.49723567
OG0014431,0.5411,0.0397,-2319.791786,-2321.259409,2.935246,0.115236334
OG0014433,0.1042,0.0337,-2060.691788,-2069.34935,17.315124,8.69E-05
OG0014437,0.1207,0.0909,-2027.898942,-2045.1818,34.565716,1.56E-08
OG0014438,0.0863,0.0904,-1283.634631,-1295.557601,23.84594,3.32E-06
OG0014439,0.0735,0.0519,-3530.615379,-3555.573195,49.915632,7.24E-12
OG0014440,0.0586,0.0527,-641.634769,-646.962117,10.654696,0.002428467
OG0014441,0.001,0.0498,-463.493296,-468.312943,9.639294,0.004034818
OG0014442,0.1119,0.0488,-2271.56899,-2285.148271,27.158562,6.33E-07
OG0014443,0.2395,0.0424,-2323.030498,-2329.505301,12.949606,0.000770901
OG0014444,0.1998,0.0303,-2476.581798,-2482.464565,11.765534,0.001393531
OG0014445,0.0442,0.0335,-2656.787525,-2672.266729,30.958408,9.47E-08
OG0014446,0.1559,0.0252,-6488.096154,-6503.043655,29.895002,1.61E-07
OG0014447,0.1853,0.0531,-6868.690295,-6901.289881,65.199172,3.48E-15
OG0014448,0.1614,0.0397,-3547.409436,-3559.939787,25.060702,1.81E-06
OG0014449,0.486,0.1154,-455.501495,-456.458324,1.913658,0.192054483
OG0014451,0.001,0.0482,-540.160745,-546.003466,11.685442,0.001450469
OG0014452,0.331,0.2083,-418.89256,-421.318495,4.85187,0.044197715
OG0014454,0.1243,0.0884,-1322.666878,-1333.772082,22.210408,7.52E-06
OG0014456,0.1937,0.0545,-515.019591,-517.185112,4.331042,0.057345083
OG0014458,0.4238,0.101,-3126.22002,-3132.727398,13.014756,0.000746194
OG0014459,0.569,0.0332,-1831.778925,-1832.678489,1.799128,0.203373481
OG0014460,0.0748,0.0764,-1368.645439,-1382.201859,27.11284,6.48E-07
OG0014461,0.1618,0.0329,-1783.587138,-1789.399483,11.62469,0.001495205
OG0014462,0.1993,0.0515,-5413.427079,-5435.897779,44.9414,8.71E-11
OG0014463,0.1064,0.0893,-1775.24196,-1792.317654,34.151388,1.92E-08
OG0014464,0.4149,0.0135,-816.344498,-816.815336,0.941676,0.312239368
OG0014465,0.8709,1.0244,-570.565286,-570.629355,0.128138,0.46897014
OG0014466,0.6002,0.0458,-481.220521,-481.503459,0.565876,0.376783254
OG0014467,0.1198,0.0665,-2174.417649,-2191.705668,34.576038,1.55E-08
OG0014468,0.0501,0.0509,-1546.660319,-1559.195952,25.071266,1.80E-06
OG0014469,0.0716,0.0637,-3809.807879,-3843.531341,67.446924,1.13E-15
OG0014470,0.1875,0.0902,-2778.95455,-2797.629443,37.349786,3.88E-09
OG0014471,0.274,0.049,-1103.768358,-1106.680231,5.823746,0.027186896
OG0014472,0.6358,0.1336,-554.146593,-554.627478,0.96177,0.309118005
OG0014473,0.364,0.0417,-857.267714,-858.778989,3.02255,0.110314249
OG0014474,0.4296,0.0749,-2300.264865,-2303.90893,7.28813,0.013072922
OG0014475,0.2124,0.0619,-4270.035978,-4286.781018,33.49008,2.67E-08
OG0014476,0.246,0.2518,-699.878882,-706.421422,13.08508,0.000720412
OG0014477,0.1414,0.1285,-1090.094495,-1103.24702,26.30505,9.70E-07
OG0014478,0.3121,0.0426,-4061.817999,-4070.510403,17.384808,8.39E-05
OG0014479,0.1566,0.0133,-814.709708,-815.872633,2.32585,0.156285287
OG0014480,0.52,0.3967,-471.656345,-473.07984,2.84699,0.12043535
OG0014481,0.0935,0.0187,-3341.489747,-3350.031693,17.083892,9.76E-05
OG0014483,0.6937,0.8677,-845.811845,-846.702668,1.781646,0.205158961
OG0014484,0.064,0.0398,-3531.624638,-3550.669089,38.088902,2.68E-09
OG0014485,0.0186,0.0317,-5491.921311,-5518.563151,53.28368,1.34E-12
OG0014486,0.2407,0.1636,-910.032691,-916.725098,13.384814,0.000620147
OG0014487,0.4393,0.0394,-1152.524707,-1153.733078,2.416742,0.149341719
OG0014488,0.0962,0.4325,-1803.848624,-1868.60265,129.508052,3.77E-29
OG0014489,0.7681,0.0657,-1903.638191,-1904.020301,0.76422,0.341209991
OG0014490,0.7946,0.2231,-570.488782,-570.665521,0.353478,0.418999237
OG0014491,0.1331,0.0731,-2742.1103,-2760.796749,37.372898,3.83E-09
OG0014492,0.3688,0.0285,-4336.150903,-4340.887055,9.472304,0.004386169
OG0014493,0.2453,0.033,-8090.013238,-8106.318762,32.611048,4.15E-08
OG0014494,0.1893,0.0435,-3632.363462,-3645.911468,27.096012,6.53E-07
OG0014497,0.1773,0.0942,-1126.434081,-1134.835724,16.803286,0.000112249
OG0014498,0.2047,0.0497,-888.750873,-891.945053,6.38836,0.020500066
OG0014499,0.358,0.2483,-3490.284789,-3515.919453,51.269328,3.68E-12
OG0014500,0.1862,0.039,-4097.852206,-4111.033954,26.363496,9.42E-07
OG0014501,0.1097,0.0536,-1354.264664,-1363.059421,17.589514,7.58E-05
OG0014503,0.4844,0.0387,-11650.17208,-11659.39939,18.454626,4.92E-05
OG0014504,0.4889,0,-414.083373,-414.083378,1.00E-05,0.4999975
OG0014506,0.2806,0.0627,-2378.866008,-2386.807894,15.883772,0.000177768
OG0014507,99,0.0001,-451.884132,-452.676715,1.585166,0.226337013
OG0014508,1.5208,0.1363,-575.357157,-575.917119,1.119924,0.285615385
OG0014509,0.1388,0.0557,-1811.747132,-1822.145951,20.797638,1.52E-05
OG0014510,0.1314,0.038,-2206.076482,-2214.625787,17.09861,9.68E-05
OG0014511,0.001,0.0317,-735.343108,-741.103846,11.521476,0.001574393
OG0014512,0.1455,0.06,-2366.405187,-2379.257005,25.703636,1.31E-06
OG0014513,0.0337,0.0278,-14677.5839,-14752.52551,149.883214,1.42E-33
OG0014515,0.2597,0.0191,-1677.820647,-1680.152979,4.664664,0.048534559
OG0014516,0.001,0.0545,-746.293681,-755.168083,17.748804,7.00E-05
OG0014517,0.0281,0.0423,-1469.267342,-1479.068842,19.603,2.77E-05
OG0014518,0.372,0.0248,-2694.708889,-2697.551274,5.68477,0.029143243
OG0014519,0.2364,0.0593,-2107.805099,-2116.175672,16.741146,0.000115791
OG0014520,0.001,0.022,-3222.461882,-3238.790522,32.65728,4.05E-08
OG0014521,0.0779,0.0442,-4020.835449,-4045.931405,50.191912,6.31E-12
OG0014522,0.3696,0.0169,-1449.975032,-1450.907207,1.86435,0.196848244
OG0014523,0.059,0.0714,-2123.954983,-2144.798748,41.68753,4.43E-10
OG0014524,0.075,0.0563,-1809.640403,-1822.983225,26.685644,8.02E-07
OG0014525,0.2064,0.0416,-12043.04688,-12080.6678,75.241838,2.29E-17
OG0014527,0.377,0.0456,-3241.014858,-3246.588277,11.146838,0.001898737
OG0014528,0.0531,0.0323,-1234.340852,-1241.540079,14.398454,0.000373582
OG0014530,0.4398,0.1383,-3396.3424,-3405.412356,18.139912,5.75E-05
OG0014531,0.2298,0.0476,-2788.156127,-2797.582188,18.852122,4.03E-05
OG0014532,0.1466,0.0365,-1357.309983,-1361.782907,8.945848,0.005706946
OG0014535,0.189,0.0464,-4760.847506,-4778.885053,36.075094,7.33E-09
OG0014537,99,0,-1535.98235,-1536.186682,0.408664,0.407595841
OG0014538,0.001,0,-849.341921,-849.342113,0.000384,0.499904009
OG0014539,99,0,-566.702514,-566.892602,0.380176,0.413443182
OG0014540,0.3752,0.0437,-2115.476308,-2118.991755,7.030894,0.014867254
OG0014541,0.1359,0.0378,-703.374625,-706.055871,5.362492,0.034238889
OG0014543,0.001,0.0136,-567.504357,-569.241572,3.47443,0.088004953
OG0014544,0.2635,0.0296,-1505.527704,-1508.346737,5.638066,0.029831805
OG0014545,0.2102,0.0454,-2146.245122,-2153.842564,15.194884,0.000250867
OG0014546,0.062,0.0626,-879.073272,-885.813179,13.479814,0.000591379
OG0014547,0.001,0.0419,-438.172863,-442.511671,8.677616,0.006526039
OG0014548,0.1705,0.0215,-3974.123882,-3982.904245,17.560726,7.69E-05
OG0014550,0.0838,0.0283,-2351.342459,-2360.137332,17.589746,7.58E-05
OG0014551,0.6128,0.0906,-527.11774,-527.630143,1.024806,0.29952716
OG0014552,0.001,0.0193,-1371.936032,-1378.82819,13.784316,0.00050786
OG0014553,0.001,0.0505,-2009.974307,-2033.925065,47.901516,1.98E-11
OG0014554,0.014,0.0739,-1852.132549,-1878.653668,53.042238,1.52E-12
OG0014555,1.3141,0.0361,-1897.820012,-1898.104763,0.569502,0.376100765
OG0014556,0.2274,0.0685,-1697.844667,-1705.389226,15.089118,0.00026449
OG0014557,0.0158,0.0566,-2009.786744,-2031.695176,43.816864,1.53E-10
OG0014558,0.5848,0.0242,-3442.497809,-3443.469227,1.942836,0.18927294
OG0014559,0.2591,0.0585,-813.368891,-816.353911,5.97004,0.025269246
OG0014562,0.2115,0.0431,-6092.260299,-6109.279745,34.038892,2.03E-08
OG0014563,0.1773,0.0666,-3223.487044,-3242.707485,38.440882,2.25E-09
OG0014564,0.1531,0.073,-1092.253737,-1099.787981,15.068488,0.000267233
OG0014566,0.4969,0.0343,-2817.879319,-2819.870306,3.981974,0.068280287
OG0014567,0.1041,0.0586,-1040.214993,-1047.736889,15.043792,0.000270553
OG0014568,0.1109,0.0296,-2261.175201,-2268.692385,15.034368,0.000271831
OG0014569,0.1406,0.0233,-618.318404,-619.996153,3.355498,0.093396988
OG0014570,0.0955,0.0238,-2743.146505,-2752.589716,18.886422,3.96E-05
OG0014571,0.1103,0.0167,-2138.318449,-2143.005019,9.37314,0.004609125
OG0014572,0.001,0.0772,-482.226124,-491.010844,17.56944,7.65E-05
OG0014573,0.3606,0.041,-2992.325612,-2997.61943,10.587636,0.002511274
OG0014574,0.0677,0.0329,-8920.891056,-8963.029417,84.276722,2.50E-19
OG0014576,0.6972,0.25,-527.994346,-528.412272,0.835852,0.329205475
OG0014577,0.1725,0.0446,-3690.720241,-3705.579351,29.71822,1.76E-07
OG0014578,0.0424,0.0697,-2658.988824,-2687.823281,57.668914,1.50E-13
OG0014579,1.3444,0.1242,-559.196595,-559.389367,0.385544,0.412334989
OG0014580,0.0183,0.0284,-3675.263947,-3695.780706,41.033518,6.15E-10
OG0014581,0.7785,0.7225,-791.84291,-792.267659,0.849498,0.326966951
OG0014582,0.1293,0.0253,-2484.94753,-2492.533538,15.172016,0.000253751
OG0014583,0.545,0.1628,-890.005442,-891.530437,3.04999,0.108811072
OG0014584,0.3416,0.0458,-6974.88806,-6987.332803,24.889486,1.97E-06
OG0014585,0.689,0.1251,-623.298376,-623.677455,0.758158,0.342245768
OG0014586,0.5551,0.0196,-553.929549,-554.11667,0.374242,0.41467169
OG0014588,0.2374,0.0173,-2609.061821,-2611.953876,5.78411,0.02773106
OG0014590,0.2128,0.0619,-2335.207461,-2345.674241,20.93356,1.42E-05
OG0014591,0.0768,0.0486,-2572.919931,-2590.301459,34.763056,1.41E-08
OG0014592,0.0452,0.0387,-1083.373527,-1090.124367,13.50168,0.000584948
OG0014593,0.058,0.068,-1450.797301,-1465.164837,28.735072,2.88E-07
OG0014595,0.0713,0.2072,-928.191405,-948.122139,39.861468,1.10E-09
OG0014596,0.0983,0.0304,-4564.400257,-4582.353563,35.906612,7.98E-09
OG0014598,0.001,0.0043,-937.231371,-938.299047,2.135352,0.171903298
OG0014599,0.2358,0.0151,-580.449321,-581.194788,1.490934,0.237256325
OG0014600,0.0752,0.0434,-3422.994362,-3443.633523,41.278322,5.44E-10
OG0014601,0.1946,0.0403,-2002.800874,-2009.43111,13.260472,0.000659926
OG0014603,0.1367,0.0609,-2966.786004,-2985.015522,36.459036,6.05E-09
OG0014604,0.183,0.0206,-587.885265,-589.168576,2.566622,0.138559121
OG0014605,0.0468,0.0329,-2423.968817,-2436.679771,25.421908,1.51E-06
OG0014606,0.2285,0.041,-3112.097954,-3120.43715,16.678392,0.000119482
OG0014607,0.3633,0.0697,-1644.136769,-1648.398201,8.522864,0.007051047
OG0014608,0.1207,0.0419,-2624.786665,-2637.135602,24.697874,2.17E-06
OG0014609,0.4533,0.0079,-578.788045,-578.939705,0.30332,0.429640193
OG0014610,0.0225,0.0557,-5620.430659,-5673.749242,106.637166,3.49E-24
OG0014611,0.1616,0.0571,-2618.027174,-2631.992485,27.930622,4.30E-07
OG0014612,0.1992,0.0264,-1124.537799,-1127.205484,5.33537,0.034706365
OG0014614,0.0743,0.0386,-2854.154597,-2870.677175,33.045156,3.34E-08
OG0014615,1.7595,0.0088,-539.7745,-539.912242,0.275484,0.435661732
OG0014619,0.0448,0.1546,-1158.460328,-1183.912989,50.905322,4.42E-12
OG0014620,0.4711,0.0544,-805.290623,-806.335479,2.089712,0.175871233
OG0014623,1.0104,0.0471,-490.887027,-490.887171,0.000288,0.499928005
OG0014624,0.0784,0.0919,-1327.305838,-1341.757854,28.904032,2.65E-07
OG0014625,0.1232,0.0282,-1005.148892,-1007.941713,5.585642,0.030624094
OG0014626,0.407,0.052,-7362.670117,-7375.446803,25.553372,1.41E-06
OG0014627,0.1832,0.0424,-1239.05358,-1243.51982,8.93248,0.005745219
OG0014628,0.2588,0.0677,-1345.776531,-1351.416968,11.280874,0.001775658
OG0014629,0.5117,0.0959,-838.872193,-839.9695,2.194614,0.166884357
OG0014630,0.2259,0.0657,-982.759514,-987.20109,8.883152,0.005888681
OG0014632,0.0734,0.0984,-1697.125411,-1719.608905,44.966988,8.60E-11
OG0014633,0.2685,0.037,-3587.340731,-3595.291968,15.902474,0.000176113
OG0014634,0.0862,0.0551,-2933.760709,-2954.802508,42.083598,3.64E-10
OG0014635,0.0784,0.0503,-8694.017723,-8752.890411,117.745376,1.35E-26
OG0014638,0.0703,0.042,-7952.412917,-8000.952623,97.079412,4.15E-22
OG0014640,0.0345,0.0777,-5028.799438,-5090.281432,122.963988,9.95E-28
OG0014641,0.2493,0.0311,-7517.86537,-7533.570849,31.410958,7.55E-08
OG0014643,0.2114,0.0519,-850.415045,-853.339927,5.849764,0.026835512
OG0014644,0.6593,0.0533,-2451.385799,-2452.353382,1.935166,0.190000195
OG0014645,0.0603,0.0303,-7400.804223,-7436.093427,70.578408,2.36E-16
OG0014647,0.4268,0.1282,-1151.758685,-1154.759635,6.0019,0.024869897
OG0014648,0.3348,0.0376,-857.046677,-858.177778,2.262202,0.161338896
OG0014649,0.3816,0.0334,-9218.447532,-9230.297952,23.70084,3.57E-06
OG0014650,0.1178,0.0599,-497.087209,-500.19568,6.216942,0.022334601
OG0014651,0.569,0.0239,-2793.156781,-2794.171132,2.028702,0.181318853
OG0014652,0.0521,0.0638,-5407.219185,-5460.439939,106.441508,3.85E-24
OG0014653,0.5514,0.0705,-2931.979473,-2934.641887,5.324828,0.034889785
OG0014654,0.064,0.1041,-892.494026,-904.746796,24.50554,2.39E-06
OG0014655,0.3034,0.0333,-1506.599986,-1509.207107,5.214242,0.036873277
OG0014657,0.3276,0.0427,-14451.98727,-14481.38344,58.792348,8.56E-14
OG0014658,0.538,0.0496,-2892.776088,-2895.094312,4.636448,0.049224137
OG0014659,0.0371,0.0402,-1344.259116,-1354.482097,20.445962,1.82E-05
OG0014660,0.3898,0.2171,-504.78367,-507.23165,4.89596,0.043234038
OG0014661,0.1037,0.0374,-3030.094913,-3044.079042,27.968258,4.22E-07
OG0014662,0.07,0.0376,-1531.548101,-1540.256048,17.415894,8.26E-05
OG0014664,1.7148,0.0275,-684.112953,-684.569153,0.9124,0.316843544
OG0014665,0.0397,0.0369,-3888.14958,-3912.905428,49.511696,8.86E-12
OG0014666,0.001,0.0055,-1404.230844,-1406.303291,4.144894,0.062938691
OG0014668,0.0421,0.0218,-1972.685486,-1979.718018,14.065064,0.000441347
OG0014669,0.6144,0.047,-1917.747764,-1918.750838,2.006148,0.183375158
OG0014670,0.8064,0.0236,-518.026384,-518.056615,0.060462,0.485110693
OG0014671,0.6613,0.1041,-510.046649,-510.39307,0.692842,0.353607344
OG0014672,0.2111,0.033,-3151.928543,-3160.926248,17.99541,6.18E-05
OG0014673,0.4488,0.0268,-1718.135265,-1719.510868,2.751206,0.12634359
OG0014674,0.0768,0.0955,-790.997702,-801.449774,20.904144,1.44E-05
OG0014675,0.053,0.0438,-4167.988187,-4196.762456,57.548538,1.59E-13
OG0014677,0.001,0.058,-710.302686,-718.511709,16.418046,0.000136093
OG0014678,1.0987,0.0242,-462.592871,-462.600941,0.01614,0.495981238
OG0014679,0.1118,0.0434,-1977.584436,-1986.645257,18.121642,5.81E-05
OG0014680,0.0877,0.0401,-3866.021128,-3886.845043,41.64783,4.52E-10
OG0014681,0.0251,0.0384,-9832.564382,-9899.317286,133.505808,5.11E-30
OG0014682,99,0.0001,-512.094609,-512.676798,1.164378,0.279337045
OG0014683,0.9592,0.0263,-1331.514967,-1331.518467,0.007,0.498253059
OG0014684,0.314,0.135,-1684.946213,-1694.205042,18.517658,4.76E-05
OG0014685,0.1346,0.0356,-1172.531327,-1177.060391,9.058128,0.005395386
OG0014688,0.1299,0.0374,-6345.633762,-6371.01922,50.770916,4.72E-12
OG0014689,0.121,0.0752,-2200.235793,-2218.602847,36.734108,5.28E-09
OG0014690,0.1792,0.0278,-2475.374457,-2481.995429,13.241944,0.000666068
OG0014691,0.1985,0.0366,-1416.810094,-1421.336503,9.052818,0.00540973
OG0014692,0.1738,0.08,-1466.355667,-1475.72911,18.746886,4.25E-05
OG0014693,0.1293,0.0446,-4617.211979,-4638.806174,43.18839,2.09E-10
OG0014694,0.6036,0.0367,-1852.729804,-1853.359481,1.259354,0.266381928
OG0014695,0.4878,0.0463,-5070.273943,-5075.110881,9.673876,0.003965651
OG0014696,2.3233,0.0136,-1165.807525,-1166.862026,2.109002,0.174183109
OG0014697,0.5158,0.0852,-1370.184756,-1372.087072,3.804632,0.07461131
OG0014698,0.001,0.0341,-1491.781469,-1503.10898,22.655022,6.02E-06
OG0014699,0.1405,0.0341,-1380.854146,-1386.477681,11.24707,0.001805925
OG0014701,0.3284,0.068,-931.862338,-934.656829,5.588982,0.030572995
OG0014702,0.0269,0.0326,-8947.292103,-9001.979977,109.375748,8.88E-25
OG0014703,0.001,0.0377,-1193.61146,-1204.409604,21.596288,1.02E-05
OG0014704,0.1614,0.0253,-451.116915,-452.257463,2.281096,0.159821905
OG0014707,0.0736,0.0455,-7326.14817,-7374.20509,96.11384,6.73E-22
OG0014708,0.0345,0.0449,-2491.317326,-2510.509058,38.383464,2.31E-09
OG0014709,0.1457,0.03,-6042.902131,-6061.609481,37.4147,3.75E-09
OG0014710,0.2865,0.0299,-6540.923417,-6551.01349,20.180146,2.07E-05
OG0014711,0.1191,0.0359,-5148.470887,-5168.249933,39.558092,1.29E-09
OG0014712,0.3876,0.0352,-899.918683,-901.227311,2.617256,0.135095252
OG0014713,0.1351,0.0433,-3638.704646,-3654.252398,31.095504,8.84E-08
OG0014714,0.92,0.0776,-512.255511,-512.268575,0.026128,0.493510482
OG0014715,0.1537,0.0598,-2706.376921,-2720.849299,28.944756,2.59E-07
OG0014716,0.3657,0.0331,-1343.236096,-1345.061078,3.649964,0.080610273
OG0014717,0.0705,0.0229,-2231.642125,-2238.596766,13.909282,0.000477098
OG0014719,0.3589,0.1628,-1623.662053,-1630.108796,12.893486,0.000792839
OG0014720,0.6696,0.8185,-853.600676,-854.645072,2.088792,0.175952153
OG0014721,0.2823,0.0342,-1284.252547,-1286.979586,5.454078,0.032706345
OG0014722,0.092,0.0374,-1104.578619,-1109.74944,10.341642,0.002839952
OG0014723,0.0233,0.0519,-4844.424649,-4890.636189,92.42308,4.26E-21
OG0014724,0.001,0.0349,-6643.175959,-6699.043513,111.735108,2.73E-25
OG0014725,0.1219,0.0468,-5194.193377,-5221.267553,54.148352,8.73E-13
OG0014726,0.2496,0.0353,-1129.56227,-1132.240457,5.356374,0.034343786
OG0014728,0.4525,0.0407,-2174.644595,-2176.461638,3.634086,0.081252785
OG0014729,0.5428,0.0241,-1936.20125,-1937.003307,1.604114,0.224202822
OG0014730,0.1359,0.0441,-5799.741782,-5825.857912,52.23226,2.27E-12
OG0014732,0.2164,0.0333,-2727.66182,-2734.683541,14.043442,0.000446144
OG0014733,99,0,-426.666882,-426.83457,0.335376,0.422808813
OG0014734,0.035,0.062,-1740.842609,-1758.509418,35.333618,1.06E-08
OG0014736,0.0207,0.0363,-5133.192625,-5169.020078,71.654906,1.38E-16
OG0014737,0.1078,0.0389,-5425.129393,-5450.141627,50.024468,6.86E-12
OG0014738,0.0663,0.037,-821.144094,-825.957886,9.627584,0.004058511
OG0014739,0.5884,0.034,-439.123217,-439.344155,0.441876,0.400883194
OG0014740,0.2042,0.0313,-2172.958156,-2178.399949,10.883586,0.002165855
OG0014741,0.157,0.0197,-596.644094,-597.766488,2.244788,0.162749808
OG0014742,0.3532,0.0154,-1168.170423,-1169.06958,1.798314,0.203456271
OG0014745,0.0706,0.04,-2746.825028,-2762.628253,31.60645,6.85E-08
OG0014747,0.873,0.03,-509.602311,-509.615477,0.026332,0.493460146
OG0014748,0.2001,0.0412,-1689.98683,-1695.699325,11.42499,0.001652209
OG0014749,0.3265,0.0345,-2508.834513,-2512.94436,8.219694,0.008205143
OG0014750,0.1315,0.0245,-3075.926424,-3084.167968,16.483088,0.000131739
OG0014751,0.0298,0.0368,-1836.443994,-1849.302085,25.716182,1.30E-06
OG0014752,0.2081,0.0286,-1320.912501,-1323.870723,5.916444,0.025955567
OG0014753,0.2207,0.0226,-2417.614515,-2422.036388,8.843746,0.006005857
OG0014755,0.8187,0.1308,-486.38391,-486.466893,0.165966,0.460183397
OG0014756,0.475,0.0714,-523.015951,-523.876334,1.720766,0.211500021
OG0014758,0.0198,0.0347,-2995.451303,-3017.037128,43.17165,2.11E-10
OG0014759,0.2579,0.0412,-1491.807014,-1495.4677,7.321372,0.012857433
OG0014760,0.0292,0.0273,-4263.268127,-4281.910042,37.28383,4.01E-09
OG0014761,0.001,0.0214,-858.100509,-862.257657,8.314296,0.007826067
OG0014762,0.2473,0.0313,-1968.765275,-1972.697741,7.864932,0.009797645
OG0014764,0.1359,0.0271,-2473.780854,-2480.464698,13.367688,0.00062548
OG0014765,0.5358,0.1072,-521.938761,-522.560123,1.242724,0.268606128
OG0014768,0.5419,0.3102,-699.796742,-701.666474,3.739464,0.077082486
OG0014769,0.1601,0.0186,-2605.949314,-2610.801601,9.704574,0.003905247
OG0014770,0.2139,0.0618,-4983.74681,-5004.663907,41.834194,4.12E-10
OG0014771,0.1956,0.0228,-5578.151099,-5588.767668,21.233138,1.23E-05
OG0014772,0.1557,0.0548,-2109.659078,-2120.426356,21.534556,1.05E-05
OG0014774,0.5559,0.0292,-1464.02379,-1464.688258,1.328936,0.257273597
OG0014775,0.6348,0.1111,-2267.245632,-2268.825674,3.160084,0.102983224
OG0014777,0.1689,0.0264,-436.983971,-438.054615,2.141288,0.171393846
OG0014779,0.1843,0.0594,-2060.795519,-2070.440671,19.290304,3.24E-05
